userid,joindate,courseid
3423,2021-08-08,997
8425,2020-12-01,223
5518,2021-06-13,463
8681,2021-08-18,897
6158,2022-04-28,474
1395,2024-11-16,27
9241,2022-06-27,920
777,2021-09-21,400
6709,2022-04-12,939
1951,2024-10-09,397
5517,2022-06-19,839
7434,2023-01-19,612
2760,2023-04-19,15
2897,2020-08-24,481
7932,2024-01-12,354
2773,2023-03-18,453
2673,2024-04-03,915
8738,2023-11-11,661
8703,2020-01-28,442
7713,2022-04-04,318
2887,2024-04-05,236
5969,2020-02-14,932
2708,2021-04-05,732
6808,2024-10-24,305
6173,2023-09-15,299
6258,2023-11-28,641
5978,2021-05-05,294
2560,2021-06-04,441
7324,2022-02-15,559
1777,2023-05-26,615
3148,2021-04-27,642
3186,2022-08-16,850
6050,2020-08-14,18
9028,2022-01-12,852
244,2021-03-13,814
8454,2022-08-30,130
6301,2024-09-08,451
3068,2020-06-28,907
7773,2024-12-05,371
9557,2023-07-09,599
3834,2022-04-29,419
888,2024-11-21,463
9938,2024-10-06,855
9411,2023-12-02,602
296,2022-10-11,258
8975,2020-04-04,778
4226,2023-08-22,82
4017,2020-07-04,34
5640,2020-02-24,907
5372,2020-05-09,613
8697,2020-09-26,863
1192,2020-08-29,882
5926,2021-10-06,597
6965,2020-10-24,842
9263,2024-11-16,194
713,2024-07-23,88
7991,2020-04-02,206
9916,2020-09-29,867
1139,2023-02-23,485
9594,2022-10-19,56
9823,2024-05-18,726
5225,2021-07-20,902
9568,2024-07-21,40
9001,2020-06-01,286
8836,2024-10-13,736
8193,2023-06-22,634
5134,2021-08-25,53
924,2020-04-22,295
4403,2022-06-06,838
4796,2020-02-03,346
7173,2020-08-14,924
3548,2020-01-02,557
3896,2020-04-09,680
7448,2021-11-01,974
6570,2021-11-26,916
4518,2023-08-04,428
2918,2024-02-13,162
2446,2021-11-17,680
4680,2024-07-22,75
1127,2021-05-12,499
5147,2024-03-14,729
4924,2021-05-30,461
7417,2022-09-08,862
6893,2024-03-27,395
7855,2023-07-06,845
8640,2021-06-17,466
2215,2024-09-18,605
4622,2023-10-06,537
2007,2024-10-01,509
2158,2023-01-13,694
7995,2022-01-24,492
1786,2023-01-19,656
5397,2023-05-14,46
6772,2024-04-17,124
5273,2024-04-09,165
5366,2024-04-10,877
6217,2022-11-30,44
9642,2023-02-23,729
7988,2021-01-07,886
6875,2024-03-14,165
4061,2020-10-31,884
6859,2022-02-06,974
3012,2024-07-03,756
1319,2023-06-13,390
5127,2020-07-17,439
1963,2021-12-20,500
2259,2022-03-03,963
8836,2024-10-01,997
5365,2023-10-23,581
454,2024-05-27,68
4456,2021-10-19,981
480,2020-01-23,782
8853,2021-04-07,593
3100,2024-02-16,551
4654,2024-05-06,73
3409,2023-01-30,327
4307,2021-01-25,780
8721,2023-06-22,650
2978,2024-03-20,129
6218,2023-07-03,148
9783,2021-08-28,241
8607,2022-01-14,167
8053,2020-06-30,461
3573,2023-11-01,499
7617,2024-02-27,342
2533,2022-08-30,256
9178,2023-10-29,984
8924,2022-09-24,925
5348,2021-03-29,203
2861,2021-04-14,200
2315,2020-09-16,444
3950,2023-10-05,377
2204,2021-10-08,764
702,2024-02-22,11
3042,2020-05-21,764
8287,2022-04-27,882
9287,2020-09-10,318
1827,2023-12-30,739
8012,2022-03-04,19
9091,2020-07-30,510
8704,2024-07-17,195
8447,2024-09-05,693
359,2020-03-14,828
3013,2022-05-11,378
7004,2021-02-10,169
8385,2020-10-31,659
7631,2021-02-08,930
18,2022-11-15,319
373,2024-08-29,863
3917,2024-01-28,813
1335,2021-02-20,656
2120,2023-09-03,342
7594,2021-10-28,284
254,2021-04-29,323
7539,2023-10-23,363
3318,2021-12-30,117
4181,2020-09-26,484
2920,2022-06-28,377
7375,2021-04-27,375
6448,2023-05-14,277
6987,2022-08-21,864
7337,2022-04-01,984
5739,2024-04-14,779
6148,2020-11-01,205
79,2023-01-22,119
1591,2023-12-05,291
6000,2021-09-30,297
8810,2021-03-13,433
1141,2020-04-23,118
9224,2020-09-18,357
4654,2021-09-07,36
9547,2023-03-10,381
1248,2022-01-04,72
294,2022-08-29,180
654,2024-05-08,442
4240,2021-02-24,626
5017,2022-02-04,356
7549,2022-02-05,11
3975,2020-05-19,824
6549,2021-03-13,69
804,2021-04-23,404
243,2024-02-09,416
5276,2020-09-09,51
4865,2024-04-19,821
6042,2020-09-06,540
2701,2021-06-10,260
4625,2023-06-29,484
119,2021-04-18,751
2608,2022-03-07,183
5197,2021-05-23,187
1391,2024-04-27,269
1361,2022-12-21,896
1225,2024-02-09,471
7700,2024-05-21,36
2297,2021-02-27,668
380,2024-04-19,835
6938,2022-03-08,512
4506,2020-02-25,79
3456,2023-08-10,784
6394,2020-12-12,780
2682,2022-01-01,840
8980,2020-12-15,879
3201,2021-10-07,829
7442,2024-06-09,497
7919,2023-08-17,679
8399,2023-05-03,247
2140,2021-04-20,794
6630,2024-09-20,95
9028,2023-04-20,919
65,2021-06-02,713
6016,2020-11-17,250
5897,2021-01-31,328
668,2024-07-12,157
7651,2022-07-07,213
7538,2024-02-22,8
4473,2021-01-24,464
6332,2022-03-03,764
8214,2021-04-17,567
3321,2024-01-17,325
2708,2023-08-15,70
1838,2023-02-21,65
5881,2022-11-08,422
8856,2022-03-24,153
9932,2021-04-01,326
3113,2021-07-24,181
2864,2024-11-28,973
5614,2020-02-19,992
2780,2024-10-11,458
2747,2021-06-07,733
3835,2023-03-21,741
3467,2022-08-11,77
3747,2022-10-06,351
9532,2024-03-03,116
4264,2021-08-14,208
1308,2024-10-31,29
5022,2020-01-16,385
6639,2020-05-20,544
2664,2024-11-29,274
6689,2022-08-25,946
8528,2020-01-09,351
2144,2023-07-10,810
4513,2022-10-25,620
906,2022-03-24,778
41,2022-03-18,916
3943,2023-03-14,555
1860,2022-09-12,317
7532,2024-03-08,674
2844,2020-07-31,233
7019,2023-07-21,964
7167,2020-02-14,130
761,2020-07-01,889
6835,2024-04-23,292
1416,2021-08-02,829
8749,2024-02-21,369
8470,2024-02-25,401
6641,2020-06-15,250
1871,2021-11-02,593
4072,2021-04-11,541
1551,2021-08-24,335
2847,2024-01-16,371
3813,2024-05-28,265
1637,2022-04-30,539
4070,2023-07-04,612
1708,2022-09-28,56
8544,2021-06-16,159
6575,2022-03-20,531
6461,2020-10-02,420
7763,2021-04-24,861
8662,2023-07-02,515
4878,2020-01-14,722
4930,2022-03-05,488
9541,2023-01-20,793
2436,2021-09-06,737
5696,2023-08-27,872
331,2024-06-16,889
2891,2021-04-18,247
8675,2023-03-13,84
9135,2021-07-14,486
8561,2022-08-09,555
2769,2023-01-31,615
2626,2022-03-25,438
232,2022-02-01,224
71,2023-03-13,194
2073,2021-06-28,831
4136,2020-04-21,551
8266,2022-06-07,946
7617,2020-01-12,347
7844,2022-10-29,664
2489,2021-01-29,111
5272,2023-01-22,462
7848,2023-01-05,293
2906,2023-07-29,443
8983,2022-08-09,744
3843,2020-03-26,415
653,2023-12-07,926
5492,2024-01-31,111
9224,2024-03-01,369
9102,2020-01-14,477
5002,2024-11-09,312
6562,2020-03-19,421
3964,2024-02-06,135
7549,2020-09-30,133
458,2023-07-08,512
4004,2020-06-05,276
9641,2020-09-23,207
8121,2022-11-18,145
3563,2023-08-20,79
2470,2024-07-30,967
4279,2020-06-29,535
8648,2020-12-15,534
2077,2022-05-10,499
2925,2020-11-14,318
4115,2021-10-07,854
7490,2020-11-13,118
1445,2022-07-06,414
1957,2021-09-05,228
5930,2021-01-19,639
9930,2024-01-09,182
7413,2022-10-09,76
1909,2022-05-16,346
7568,2023-05-30,596
7896,2020-07-29,500
5674,2020-08-05,247
7539,2021-10-21,674
2636,2022-03-04,317
6896,2020-11-09,372
3864,2020-02-13,588
9787,2023-10-19,734
6642,2023-09-03,369
5976,2020-12-07,834
9536,2024-10-02,461
6748,2022-04-11,120
538,2020-08-31,117
2190,2023-03-09,327
5654,2024-10-01,755
4724,2024-11-01,323
1549,2023-11-24,976
1661,2023-01-27,937
611,2020-01-05,253
5663,2024-02-16,421
7430,2021-06-06,86
9078,2020-12-15,772
6375,2024-04-09,404
6442,2022-10-29,166
4277,2021-11-23,85
8965,2021-03-17,430
4061,2024-10-06,778
5394,2022-09-25,729
2139,2024-08-03,564
641,2021-03-26,124
2339,2024-07-28,52
3452,2024-02-03,185
691,2023-06-10,128
7522,2021-03-23,593
4538,2022-07-17,572
397,2020-02-03,982
343,2021-05-08,987
7500,2023-04-04,950
7196,2021-01-22,947
9696,2024-05-12,364
2801,2023-11-25,82
9618,2020-10-24,631
1172,2021-06-01,528
8632,2022-11-09,187
3145,2024-05-12,354
8854,2020-11-17,138
8025,2023-09-18,714
1350,2020-05-23,38
2632,2020-05-05,738
9922,2024-06-15,88
6531,2021-07-15,456
7136,2022-10-19,400
3657,2023-03-12,544
8271,2024-04-23,425
5829,2022-07-14,72
301,2022-08-07,692
3042,2024-05-21,67
2848,2022-03-03,424
2798,2023-07-17,475
5397,2020-10-04,747
4747,2024-06-02,766
7814,2021-02-09,791
9030,2022-01-27,501
7818,2024-07-09,755
397,2023-07-24,760
6850,2020-12-08,425
9441,2021-03-02,950
9676,2024-05-01,316
8303,2022-01-26,972
8634,2022-07-20,802
8565,2021-08-05,473
1217,2022-10-17,531
7633,2024-10-18,70
1835,2023-10-11,156
1653,2021-05-18,80
5591,2023-11-18,411
4660,2020-11-19,587
4642,2021-04-23,899
7333,2020-10-05,734
6161,2020-08-11,885
9983,2023-11-09,938
5051,2021-12-04,791
4052,2024-07-19,643
9361,2024-04-23,472
5179,2021-05-05,957
4683,2021-01-23,564
5215,2024-04-11,848
2211,2023-01-21,517
3204,2022-09-14,71
1493,2024-09-26,117
7775,2023-03-23,176
5209,2024-11-13,101
3494,2021-01-08,464
7423,2021-05-28,891
4385,2023-08-17,869
8240,2021-08-05,939
7951,2024-01-22,872
5480,2023-10-26,531
9899,2023-06-17,859
1800,2022-02-19,584
9345,2020-02-26,336
1450,2022-12-26,258
3948,2023-03-28,242
8547,2022-10-09,257
966,2024-03-27,514
2158,2022-06-15,621
3597,2022-08-06,933
7046,2023-01-05,57
8156,2020-09-22,307
6674,2021-01-04,587
493,2021-12-25,707
617,2024-10-29,273
5873,2024-09-24,893
9446,2022-11-08,246
2982,2024-04-18,125
4442,2022-10-13,223
1112,2020-04-22,276
6721,2024-02-10,516
605,2020-07-15,236
3624,2023-05-15,208
9282,2022-12-12,336
5332,2020-05-08,340
101,2020-04-26,427
7256,2022-12-16,346
6416,2021-03-11,177
297,2023-07-25,148
8592,2023-12-26,491
3014,2022-01-09,986
3586,2020-11-03,164
5322,2020-09-06,748
4115,2021-07-20,803
3025,2020-08-06,23
133,2023-04-30,163
2450,2020-06-23,614
870,2024-01-27,610
6246,2021-01-24,543
2079,2021-05-25,995
6494,2022-04-21,179
7762,2024-05-17,349
2558,2021-09-08,397
6527,2023-09-17,254
3034,2020-06-02,569
4908,2020-08-19,70
4149,2022-01-24,309
252,2022-02-11,558
6793,2023-07-08,826
3310,2023-10-02,554
2095,2024-09-22,671
4717,2024-10-22,469
6368,2023-10-25,427
1348,2021-05-19,328
8776,2023-05-09,661
795,2022-09-24,945
7971,2020-01-22,857
3183,2023-12-28,162
2870,2023-02-16,228
5207,2021-09-03,539
3119,2023-02-03,127
4866,2021-03-30,184
5529,2020-02-18,201
6934,2024-08-09,125
4457,2021-10-20,132
9061,2020-05-12,696
6854,2020-04-02,587
1083,2023-02-04,625
9459,2024-03-24,900
3360,2020-07-14,714
2234,2020-08-02,69
8478,2020-08-27,479
4748,2024-06-01,733
6751,2021-10-19,465
8219,2021-07-31,336
4765,2021-01-04,835
7575,2023-02-10,338
9303,2024-07-11,355
2666,2020-09-26,431
4041,2021-04-04,35
2239,2024-04-28,407
5024,2020-10-31,334
3559,2022-03-18,888
2703,2022-07-13,586
278,2023-11-05,426
1917,2020-07-24,551
5145,2020-03-11,753
6672,2024-05-15,110
1732,2020-07-14,306
6534,2024-02-17,401
6310,2021-07-17,36
2714,2023-09-30,23
1321,2024-01-09,113
3420,2024-04-21,985
4538,2024-08-27,893
2949,2024-09-08,627
4043,2020-03-17,744
6499,2024-11-26,459
3586,2021-10-25,139
5995,2023-11-10,719
8359,2020-05-15,532
6963,2020-07-29,550
1751,2024-10-20,223
1853,2023-04-26,310
4827,2023-05-16,686
9497,2023-08-22,873
4437,2021-02-27,341
797,2023-01-19,307
2318,2021-02-16,801
7236,2021-10-11,446
4116,2023-09-06,673
4935,2020-07-20,535
837,2024-04-27,484
7051,2021-11-25,846
9349,2022-06-05,597
6767,2024-06-13,322
8553,2022-03-04,624
2092,2023-02-22,443
7628,2021-07-30,146
6291,2023-02-25,503
1495,2022-12-27,440
8340,2024-07-02,411
3141,2023-11-10,334
4319,2022-09-25,946
4346,2024-02-01,164
8563,2024-01-09,506
6861,2023-09-27,252
2703,2020-10-01,339
2051,2023-05-04,121
2725,2020-09-26,549
4040,2024-05-21,806
6773,2022-02-21,980
530,2021-02-11,302
2770,2023-08-31,756
4252,2022-01-11,695
2254,2022-06-29,609
1310,2021-01-15,349
9113,2020-07-30,835
7356,2024-03-10,936
2948,2024-05-05,702
847,2021-07-04,745
2325,2021-04-13,946
7662,2022-08-03,508
392,2023-08-31,281
9952,2022-10-17,43
7255,2020-02-27,530
3954,2024-02-24,757
3932,2023-05-02,276
416,2021-11-17,692
8289,2023-11-26,771
8366,2020-11-12,908
2791,2021-08-04,467
4302,2021-09-07,196
119,2024-07-12,668
1437,2024-02-25,373
200,2020-01-10,458
8312,2020-10-10,302
9997,2021-04-20,617
8399,2023-11-10,139
5927,2020-10-07,803
3452,2022-06-24,945
2550,2022-11-26,461
9548,2021-01-25,579
7743,2021-11-15,437
5327,2023-11-25,231
9374,2023-09-27,75
9509,2020-02-01,914
8953,2022-06-10,618
6155,2020-10-07,820
938,2021-02-11,242
2141,2024-03-10,943
7016,2023-08-27,638
6120,2021-04-25,353
7728,2024-04-08,375
327,2021-09-09,495
9197,2021-05-18,318
1926,2022-02-20,909
7422,2022-12-11,378
4207,2020-03-21,673
3033,2022-08-27,455
9718,2022-05-19,929
9366,2021-11-05,2
6792,2020-02-01,432
5964,2021-08-08,336
944,2022-12-08,52
8784,2023-11-02,422
9690,2022-06-20,955
6031,2023-09-06,353
3267,2024-02-04,755
2169,2023-04-11,504
3985,2021-09-27,576
8546,2024-11-11,192
9019,2024-06-15,802
8898,2024-11-19,495
908,2023-04-09,777
7259,2023-06-14,518
1486,2021-09-13,309
5557,2023-05-09,806
7095,2020-05-09,283
3991,2023-06-17,995
6261,2020-08-26,255
3942,2020-06-29,238
8880,2024-01-21,853
4796,2020-04-03,138
6186,2022-03-16,170
1981,2023-06-29,666
190,2024-05-12,230
3995,2021-06-19,44
2750,2023-11-25,824
4376,2021-05-24,906
391,2023-07-06,89
1962,2024-09-21,643
4760,2023-02-09,100
257,2021-07-10,534
2262,2023-12-19,184
4792,2022-03-29,638
328,2022-07-03,905
5918,2024-11-27,36
9445,2022-01-03,684
791,2022-09-04,48
969,2021-03-16,993
7705,2022-07-24,994
1039,2024-04-24,794
9286,2021-01-30,914
6266,2020-04-04,787
2378,2022-09-14,876
4047,2024-07-21,626
5765,2024-06-11,27
847,2021-10-13,733
5343,2023-11-24,693
719,2024-09-10,460
9168,2020-02-29,876
2839,2021-04-21,473
946,2020-08-08,586
6441,2024-07-11,243
7950,2020-11-10,178
4103,2023-08-23,625
2847,2023-01-03,129
7698,2024-04-23,16
3847,2022-01-25,34
1088,2022-07-11,476
1766,2024-03-06,758
3920,2024-06-16,559
5815,2022-03-21,807
6212,2021-09-25,500
5323,2021-11-23,650
2016,2022-07-16,998
3252,2021-01-30,180
6711,2024-09-20,972
2951,2022-01-01,503
3534,2024-09-01,151
6507,2023-05-16,38
4988,2021-10-27,523
244,2020-07-30,686
1210,2022-09-01,769
6062,2023-02-14,5
5369,2023-05-23,776
987,2021-03-12,674
4883,2022-01-24,465
240,2020-09-08,17
210,2021-07-14,704
4960,2023-09-15,459
5202,2022-11-04,958
6067,2022-04-15,432
4693,2024-07-17,852
8103,2020-06-02,451
9281,2024-05-18,69
9531,2022-09-03,5
3760,2021-02-15,473
9665,2022-08-28,560
9699,2024-05-21,681
5400,2023-10-11,88
5925,2021-12-26,964
4845,2024-02-18,802
8087,2020-05-13,706
5709,2021-09-09,287
4984,2023-07-25,520
9452,2023-12-27,261
1605,2020-03-09,434
2328,2023-08-23,652
1816,2024-09-11,128
3842,2023-06-21,352
2136,2023-12-16,474
9378,2024-04-20,340
7924,2024-09-27,103
9333,2023-05-28,59
3398,2021-06-06,754
9386,2020-07-30,373
5765,2022-06-16,354
6704,2023-04-09,554
9509,2021-05-06,135
7399,2020-12-09,405
3011,2023-02-11,919
8346,2024-03-26,7
8043,2024-04-01,195
1349,2020-09-30,777
2333,2020-09-05,61
565,2022-07-15,533
704,2023-06-29,942
2241,2022-01-24,346
8619,2021-12-26,371
693,2023-08-21,560
6262,2020-02-09,619
49,2022-03-03,453
7904,2022-09-21,527
2957,2023-12-18,118
1341,2024-05-08,110
1752,2023-09-30,523
5594,2023-09-05,276
5112,2020-03-19,216
8174,2021-12-12,921
1190,2020-10-25,244
9886,2022-02-18,276
6605,2022-11-25,66
8815,2020-04-30,642
1398,2021-09-09,780
2486,2023-02-01,651
5116,2021-04-13,544
7358,2022-09-12,335
4174,2021-10-29,752
4146,2023-07-13,263
6809,2022-11-27,463
2298,2021-05-06,951
1525,2020-10-07,87
5845,2023-07-08,323
1289,2023-10-11,675
2708,2020-07-04,527
2027,2022-06-15,719
8045,2021-09-06,536
2652,2023-08-30,721
8519,2020-01-07,375
268,2020-03-29,620
2576,2022-02-27,902
8021,2023-04-06,77
798,2021-06-11,854
392,2023-03-07,918
3834,2022-01-24,537
4994,2020-08-27,488
5854,2020-01-01,439
881,2024-01-05,848
4043,2021-05-06,41
4475,2023-08-01,484
8564,2022-02-10,219
8054,2021-10-28,425
738,2024-09-01,133
2695,2022-04-06,370
8134,2023-02-24,975
1388,2021-08-01,620
6162,2020-11-20,831
1082,2024-09-11,428
214,2023-02-16,99
8171,2023-03-27,115
8153,2021-07-19,705
8142,2024-08-14,648
8947,2022-10-21,28
8975,2023-09-08,258
7578,2021-08-10,164
12,2020-09-25,256
5620,2024-08-20,326
4455,2021-11-19,448
8820,2022-07-21,647
9647,2022-12-23,695
4422,2020-01-24,868
5733,2023-02-13,843
7706,2020-07-16,910
1131,2021-12-02,275
3599,2024-02-12,411
6959,2021-01-06,624
6827,2023-10-31,721
1146,2020-06-04,666
3293,2020-10-13,709
7183,2020-08-17,330
677,2022-11-13,962
3027,2023-08-18,935
8245,2021-02-26,368
3989,2021-10-30,461
1371,2023-04-02,180
8333,2024-01-06,549
1679,2024-08-22,271
3714,2022-07-21,180
4604,2020-12-09,658
9973,2021-05-28,199
3379,2021-09-15,248
9772,2023-05-05,417
3292,2021-06-02,431
7363,2022-02-25,692
8700,2020-08-28,247
4276,2021-05-31,683
5536,2023-02-11,363
298,2022-12-01,347
426,2022-09-30,718
9365,2021-02-15,709
1526,2020-09-04,347
8513,2024-09-25,93
2426,2020-09-04,261
6480,2022-12-19,527
6714,2022-10-14,3
2014,2023-11-13,935
7791,2020-07-06,457
9898,2024-06-04,40
7496,2024-05-28,884
8503,2021-03-20,459
3986,2023-07-03,673
3532,2022-10-03,713
5383,2020-04-19,785
4326,2021-04-04,522
3153,2020-09-18,80
2487,2024-06-12,703
1055,2023-05-04,324
1764,2023-02-27,151
9090,2024-10-24,256
6840,2021-06-04,508
842,2022-01-21,473
3397,2021-09-21,688
6751,2020-12-04,123
2352,2024-06-24,338
5464,2020-02-28,221
4950,2024-09-29,930
1191,2020-04-29,330
4416,2022-06-10,522
739,2023-07-05,780
2900,2023-05-13,387
8801,2022-12-23,441
1511,2021-02-28,219
2115,2020-05-07,954
1408,2022-08-10,759
8368,2023-11-19,497
3219,2021-12-20,145
74,2024-10-08,986
9770,2021-02-06,724
2411,2020-07-19,13
7852,2023-07-23,513
301,2024-11-30,240
8362,2022-12-07,650
3057,2021-08-05,103
9707,2021-04-21,762
7671,2023-07-21,941
8316,2024-02-28,362
6610,2024-08-02,610
9274,2020-12-10,998
7008,2021-04-06,376
2699,2021-09-19,229
2186,2022-12-22,302
8406,2021-07-24,962
6225,2023-12-26,766
2036,2022-01-13,811
3936,2020-05-23,49
2395,2020-09-05,885
386,2022-04-06,112
6875,2022-11-21,647
5121,2022-06-22,852
5742,2022-09-18,683
1081,2020-03-20,152
1248,2023-10-27,823
2383,2024-09-16,387
2405,2023-09-09,269
915,2024-04-27,592
3147,2020-05-10,719
2337,2021-07-11,173
4076,2023-02-19,840
2531,2021-04-04,578
1061,2021-02-05,789
4491,2022-11-04,230
9532,2024-04-08,557
5602,2024-06-17,814
1590,2024-01-24,405
5968,2024-06-26,496
4041,2023-10-04,438
5988,2023-06-27,356
2962,2022-04-13,110
5721,2022-09-13,210
166,2020-04-26,621
7654,2024-11-13,129
3750,2021-10-23,931
5508,2022-12-08,233
7988,2023-01-20,12
9526,2020-02-16,210
1886,2024-03-19,514
594,2020-11-23,120
2444,2020-04-23,458
7910,2021-10-18,44
9852,2020-02-18,249
1262,2020-04-30,107
642,2023-10-01,329
7898,2023-07-30,221
8640,2020-12-14,961
1508,2024-11-25,391
1365,2021-12-23,236
4402,2023-04-04,228
2469,2024-04-13,540
2945,2020-04-03,930
3925,2020-11-11,800
4800,2024-06-27,593
3227,2021-07-11,178
5303,2020-03-27,383
1123,2020-07-13,876
9933,2023-06-05,617
8671,2021-09-23,124
9727,2023-01-27,242
4957,2024-03-11,693
5418,2021-12-08,185
4903,2022-07-07,550
1183,2022-10-05,753
4144,2020-08-14,229
213,2020-04-17,907
4184,2023-11-12,307
2675,2023-01-05,772
8179,2023-09-04,109
1939,2022-05-07,889
4267,2020-04-24,426
7892,2022-07-12,338
3546,2021-06-03,855
7260,2020-02-24,928
5595,2020-11-05,834
1637,2020-01-12,701
3535,2024-01-27,803
3696,2024-03-16,710
4577,2024-08-02,238
3162,2022-07-28,572
7667,2024-03-04,361
554,2022-01-23,592
9841,2023-06-11,692
2031,2021-12-05,8
5747,2022-11-22,335
5669,2024-09-03,212
7013,2022-10-31,741
4811,2022-06-07,611
3019,2021-12-03,171
498,2023-05-27,421
877,2022-06-29,609
7905,2023-04-19,846
1765,2021-09-21,870
5654,2022-09-28,204
6196,2022-01-27,853
640,2020-11-19,570
8989,2021-08-24,36
2645,2021-08-05,624
8991,2024-03-17,740
3421,2020-05-16,828
5649,2023-06-24,561
1647,2022-06-27,827
6857,2022-07-03,717
8974,2020-11-12,991
8729,2020-02-01,164
8363,2023-12-14,372
2860,2021-09-07,118
5204,2022-09-07,930
7145,2021-05-30,222
3150,2023-04-20,885
468,2021-01-09,620
7224,2024-06-23,346
3838,2020-01-30,427
9213,2022-10-29,844
5823,2021-02-08,574
4860,2020-07-18,885
9068,2022-07-09,39
6329,2020-10-31,50
6974,2022-05-29,68
9689,2024-08-18,453
6427,2024-06-08,92
7714,2020-05-29,693
9350,2023-08-07,634
1960,2020-05-30,5
4449,2021-10-06,922
680,2023-04-08,349
2506,2022-08-29,42
7552,2023-12-01,374
4203,2021-12-08,878
6450,2021-12-01,143
2382,2023-01-06,692
9449,2020-03-22,654
5460,2020-01-10,302
1346,2022-03-02,303
210,2023-04-13,591
5851,2020-07-12,893
1205,2024-06-24,1000
628,2021-11-30,538
832,2023-11-15,889
2395,2020-04-13,411
4506,2023-01-24,730
9673,2020-04-25,467
1103,2022-02-05,20
9739,2021-05-17,847
676,2022-09-21,66
2170,2024-09-07,952
9939,2023-02-06,93
8818,2023-11-20,762
415,2021-03-12,51
8212,2023-02-01,709
6990,2022-01-24,866
4350,2023-08-26,458
3622,2020-06-04,696
1465,2020-11-26,318
7863,2022-10-16,801
1294,2024-07-08,137
5503,2024-10-29,834
3734,2021-08-24,914
5532,2021-03-03,436
2957,2023-02-12,996
9774,2021-01-13,786
7896,2020-12-29,970
3577,2023-03-12,711
1951,2022-01-12,589
6448,2022-11-19,574
7486,2020-08-31,82
1264,2020-11-03,663
4002,2022-10-13,399
5359,2024-08-13,356
3229,2024-05-17,740
7501,2024-07-20,722
9121,2022-08-04,59
3457,2020-06-07,117
6473,2022-04-28,712
5483,2022-06-27,320
4376,2022-07-13,947
2380,2023-02-21,1000
4498,2020-05-13,549
6501,2022-11-08,369
1174,2024-11-13,675
1394,2021-01-02,81
5791,2021-04-21,172
5340,2023-07-26,747
9467,2021-04-19,76
9626,2024-07-23,45
6731,2023-12-10,389
7412,2020-06-12,462
7193,2021-06-23,539
1362,2021-05-12,972
6847,2022-06-04,98
5535,2022-08-08,545
2159,2021-07-18,462
6794,2024-11-05,44
9368,2021-03-15,349
4242,2022-02-04,388
6262,2024-02-12,68
1729,2023-11-04,899
6063,2020-11-14,186
7048,2022-12-24,157
829,2022-02-04,399
6812,2022-05-26,608
4730,2023-06-13,456
8361,2024-05-07,980
9955,2020-12-31,200
3772,2023-08-27,401
1801,2023-05-13,893
7619,2021-05-27,519
7757,2020-07-10,282
616,2024-02-09,210
3460,2024-06-27,839
4090,2024-03-23,451
6347,2023-07-12,41
4376,2022-08-23,627
4131,2022-10-27,608
3861,2023-12-20,251
9716,2021-11-13,648
6581,2023-08-22,354
2054,2023-05-31,466
2069,2022-06-13,351
5737,2024-02-28,467
4131,2023-08-13,751
9493,2024-05-31,374
5168,2021-09-23,768
8534,2022-02-23,185
5650,2024-02-21,831
2898,2023-01-11,296
9193,2023-01-15,680
6028,2020-07-07,867
4335,2022-03-02,632
4602,2024-04-14,605
7586,2020-09-01,237
4989,2024-01-13,862
1990,2024-11-01,865
6544,2023-09-25,275
2285,2021-02-19,790
9830,2020-12-29,559
714,2024-01-01,672
2095,2023-03-15,621
1459,2020-11-20,706
1765,2021-03-10,552
2220,2023-05-18,18
3290,2021-01-24,92
5249,2024-03-11,298
